"user_id","first_name","last_name","username","email","wallet","DATE(u.DOB)","gender","DATE(u.updated_date)","add_id","type","street_address","city","state","zipcode","bank_id","DATE(b.exp_date)","inven_id","item_id","bought_price","quantity"
"U5EAbHqyQk","Candis","Paul","CandisPaulbxr","CandisPaulbxr@icloud.com","10534.870","2004-12-01","F","2021-04-29","eUL7BUYKnL","home","917 st","New York","OH","48468","J6QNBf0uAW","1992-07-01","atDOSvkYRE","2wBXSwxsCj","254.810","87.000"
"0Ho9OIkeje","Paul","Kim","PaulKimuPt","PaulKimuPt@yahoo.com","2851.200","2000-05-27","M","2021-04-29","AHdjCFaBJg","home","430 st","Dallas","TX","71048","lyLGtq4PD6","1997-08-01","aTRju2Ygge","ZpRqyYvwjE","133.180","48.000"
"0Ho9OIkeje","Paul","Kim","PaulKimuPt","PaulKimuPt@yahoo.com","2851.200","2000-05-27","M","2021-04-29","AHdjCFaBJg","home","430 st","Dallas","TX","71048","XKcWfhrZ00","2003-01-01","aTRju2Ygge","ZpRqyYvwjE","133.180","48.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","MvCZhMiE2Q","work","965 st","Brooklyn","OH","7421","Dt7dMxvAVu","1994-12-01","AytymLzyLu","2wBXSwxsCj","254.810","85.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","yx9D8Dns1F","home","846 st","New York","CA","54123","Dt7dMxvAVu","1994-12-01","AytymLzyLu","2wBXSwxsCj","254.810","85.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","MvCZhMiE2Q","work","965 st","Brooklyn","OH","7421","OnaLN0yOkg","1992-12-01","AytymLzyLu","2wBXSwxsCj","254.810","85.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","yx9D8Dns1F","home","846 st","New York","CA","54123","OnaLN0yOkg","1992-12-01","AytymLzyLu","2wBXSwxsCj","254.810","85.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","cHXlRKzUum","work","004 st","Dallas","NY","38553","Fee6ZcLvsR","2010-07-01","aZCpdE1fAu","2wBXSwxsCj","257.810","131.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","LaegRve1kk","work","849 st","Buffalo","TX","5627","Fee6ZcLvsR","2010-07-01","aZCpdE1fAu","2wBXSwxsCj","257.810","131.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","cHXlRKzUum","work","004 st","Dallas","NY","38553","rqnzbKoLUP","1994-12-01","aZCpdE1fAu","2wBXSwxsCj","257.810","131.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","LaegRve1kk","work","849 st","Buffalo","TX","5627","rqnzbKoLUP","1994-12-01","aZCpdE1fAu","2wBXSwxsCj","257.810","131.000"
"s0fbEf1Xb6","Sai","Jake","SaiJake5eO","SaiJake5eO@yahoo.com","321.750","1998-08-03","M","2021-04-29","4F1iW2ezcw","home","213 st","London","OH","13095","pCiBE4xu0o","2000-10-01","B0nk0Ji4dg","2wBXSwxsCj","258.810","187.000"
"s0fbEf1Xb6","Sai","Jake","SaiJake5eO","SaiJake5eO@yahoo.com","321.750","1998-08-03","M","2021-04-29","6TKGmGl6hq","home","149 st","London","CA","7427","pCiBE4xu0o","2000-10-01","B0nk0Ji4dg","2wBXSwxsCj","258.810","187.000"
"co79MLsgQR","Ann","Kiran","AnnKiranRTm","AnnKiranRTm@outlook.com","1420.250","2006-10-28","F","2021-04-29","gqvhJwqGZU","home","445 st","London","CA","87748","mWyYjWWaCJ","1999-06-01","bcI1kHzGcF","tC2QtGqfpj","611.300","38.000"
"yokJOLFPOQ","Paul","David","PaulDavidIAy","PaulDavidIAy@icloud.com","7042.220","2005-08-03","F","2021-04-29","dkIopC77vp","home","057 st","Daton","OH","28009","DsRrFZ2nPD","1994-04-01","Be1nWuVeHa","2wBXSwxsCj","252.810","46.000"
"yokJOLFPOQ","Paul","David","PaulDavidIAy","PaulDavidIAy@icloud.com","7042.220","2005-08-03","F","2021-04-29","rLZATiFbY2","home","187 st","Daton","TX","35968","DsRrFZ2nPD","1994-04-01","Be1nWuVeHa","2wBXSwxsCj","252.810","46.000"
"kCVKmMCkWZ","Kiran","Rene","KiranReneHsv","KiranReneHsv@yahoo.com","5446.290","1993-10-26","F","2021-04-29","1ZVmhRZpjJ","home","406 st","New York","CA","81102","nfWXUEBMd8","2005-10-01","BeDKqPDB43","2wBXSwxsCj","260.810","45.000"
"kCVKmMCkWZ","Kiran","Rene","KiranReneHsv","KiranReneHsv@yahoo.com","5446.290","1993-10-26","F","2021-04-29","Ps8EgShVji","work","526 st","Daton","TX","8206","nfWXUEBMd8","2005-10-01","BeDKqPDB43","2wBXSwxsCj","260.810","45.000"
"m8UZWSmy1H","Kieth","Malena","KiethMalena3og","KiethMalena3og@gmail.com","6160.770","2000-04-14","M","2021-04-29","PvZVgiuSYV","home","716 st","Daton","TX","20870","m0ZPFnOnuG","2010-06-01","Bf9Kavhm83","GlkQDcXp4O","3512.270","24.000"
"m8UZWSmy1H","Kieth","Malena","KiethMalena3og","KiethMalena3og@gmail.com","6160.770","2000-04-14","M","2021-04-29","pXFZ46mkvu","home","853 st","Brooklyn","CA","43396","m0ZPFnOnuG","2010-06-01","Bf9Kavhm83","GlkQDcXp4O","3512.270","24.000"
"N623DVEvNG","Kiran","Candis","KiranCandiseXr","KiranCandiseXr@icloud.com","1628.390","2008-11-13","F","2021-04-29","3azQG2Ve2K","work","833 st","London","NY","33419","bX7lZ9x1WE","1995-07-01","BhVfqKobp6","2wBXSwxsCj","252.810","96.000"
"N623DVEvNG","Kiran","Candis","KiranCandiseXr","KiranCandiseXr@icloud.com","1628.390","2008-11-13","F","2021-04-29","jKjzHAgoE8","work","093 st","London","NY","42681","bX7lZ9x1WE","1995-07-01","BhVfqKobp6","2wBXSwxsCj","252.810","96.000"
"N623DVEvNG","Kiran","Candis","KiranCandiseXr","KiranCandiseXr@icloud.com","1628.390","2008-11-13","F","2021-04-29","3azQG2Ve2K","work","833 st","London","NY","33419","sDVc397K5S","1991-10-01","BhVfqKobp6","2wBXSwxsCj","252.810","96.000"
"N623DVEvNG","Kiran","Candis","KiranCandiseXr","KiranCandiseXr@icloud.com","1628.390","2008-11-13","F","2021-04-29","jKjzHAgoE8","work","093 st","London","NY","42681","sDVc397K5S","1991-10-01","BhVfqKobp6","2wBXSwxsCj","252.810","96.000"
"MQI6vVxzY6","Kim","Kim","KimKimMMc","KimKimMMc@yahoo.com","26909.820","2008-05-12","F","2021-04-29","GewSPeMPjN","work","283 st","Dallas","OH","30354","v8s8TUw8XK","2005-02-01","Bi9KALOzp8","2wBXSwxsCj","260.810","59.000"
"MQI6vVxzY6","Kim","Kim","KimKimMMc","KimKimMMc@yahoo.com","26909.820","2008-05-12","F","2021-04-29","kbgQK1D9re","work","464 st","Brooklyn","TX","42776","v8s8TUw8XK","2005-02-01","Bi9KALOzp8","2wBXSwxsCj","260.810","59.000"
"iHsHwjFRIe","Paul","Malena","PaulMalenag5X","PaulMalenag5X@outlook.com","5047.640","2005-12-10","F","2021-04-29","BG6Kzqnm04","home","915 st","Brooklyn","OH","12774","8zUMMuAr3U","2007-10-01","BTt7kDGCS4","tC2QtGqfpj","609.300","56.000"
"iHsHwjFRIe","Paul","Malena","PaulMalenag5X","PaulMalenag5X@outlook.com","5047.640","2005-12-10","F","2021-04-29","Wu8uwtBoOY","home","605 st","Buffalo","TX","87742","8zUMMuAr3U","2007-10-01","BTt7kDGCS4","tC2QtGqfpj","609.300","56.000"
"ZoFmzCyRT1","Paul","Candis","PaulCandisnxn","PaulCandisnxn@gmail.com","2693.440","2004-06-16","F","2021-04-29","aGByGoHjgG","work","534 st","Brooklyn","NY","49515","UWGmgqLYKU","2010-02-01","bVUS4Pfjew","CJdB3nqBsi","699.480","55.000"
"ZoFmzCyRT1","Paul","Candis","PaulCandisnxn","PaulCandisnxn@gmail.com","2693.440","2004-06-16","F","2021-04-29","rE9VXLJ3Ec","work","423 st","Dallas","CA","76399","UWGmgqLYKU","2010-02-01","bVUS4Pfjew","CJdB3nqBsi","699.480","55.000"
"Ls3uZ4brX8","Rene","Candis","ReneCandissKB","ReneCandissKB@outlook.com","744.930","1997-04-10","M","2021-04-29","5IGezAVIXt","home","023 st","Brooklyn","NY","55589","zBrr72jzes","2006-04-01","BXJRpp3ZyH","ZpRqyYvwjE","135.180","96.000"
"Ls3uZ4brX8","Rene","Candis","ReneCandissKB","ReneCandissKB@outlook.com","744.930","1997-04-10","M","2021-04-29","dhecbEALsZ","work","234 st","London","CA","4291","zBrr72jzes","2006-04-01","BXJRpp3ZyH","ZpRqyYvwjE","135.180","96.000"
"1KnlVqLHl5","Kim","Ann","KimAnnMpF","KimAnnMpF@yahoo.com","7216.260","2000-10-08","F","2021-04-29","FiIs4gvmYW","work","622 st","Buffalo","OH","76506","Hf9SwBYb3R","1999-09-01","c7pcdopDBa","tC2QtGqfpj","614.300","87.000"
"1KnlVqLHl5","Kim","Ann","KimAnnMpF","KimAnnMpF@yahoo.com","7216.260","2000-10-08","F","2021-04-29","yzXaldzpzX","home","195 st","London","OH","73413","Hf9SwBYb3R","1999-09-01","c7pcdopDBa","tC2QtGqfpj","614.300","87.000"
"PD3UJl6sBK","John","Kiran","JohnKiranrHM","JohnKiranrHM@yahoo.com","13793.500","2008-12-12","M","2021-04-29","LjwSKxsCkB","home","377 st","London","CA","34342","OZTCKQDFs9","1992-06-01","cb9998pF0j","ZpRqyYvwjE","132.180","199.000"
"PD3UJl6sBK","John","Kiran","JohnKiranrHM","JohnKiranrHM@yahoo.com","13793.500","2008-12-12","M","2021-04-29","LjwSKxsCkB","home","377 st","London","CA","34342","QiE467JLnB","1991-02-01","cb9998pF0j","ZpRqyYvwjE","132.180","199.000"
"GbZs8PrWi5","Kiran","John","KiranJohnRSn","KiranJohnRSn@outlook.com","5398.360","2009-09-05","F","2021-04-29","oOBawhRZj4","work","935 st","Brooklyn","NY","98479","shhUeolR75","2010-03-01","CiRPEWYLbn","tC2QtGqfpj","619.300","88.000"
"GbZs8PrWi5","Kiran","John","KiranJohnRSn","KiranJohnRSn@outlook.com","5398.360","2009-09-05","F","2021-04-29","UClHYl3q0R","home","829 st","Daton","OH","4497","shhUeolR75","2010-03-01","CiRPEWYLbn","tC2QtGqfpj","619.300","88.000"
"Eo3kcdTase","John","Meghan","JohnMeghanVpm","JohnMeghanVpm@outlook.com","11649.070","2001-04-06","F","2021-04-29","X0L9tjGUj6","work","075 st","New York","NY","40142","2j25sif8sd","2001-11-01","cJClMw4sfq","tC2QtGqfpj","613.300","97.000"
"Eo3kcdTase","John","Meghan","JohnMeghanVpm","JohnMeghanVpm@outlook.com","11649.070","2001-04-06","F","2021-04-29","X0L9tjGUj6","work","075 st","New York","NY","40142","ReN8ntBY7R","2002-10-01","cJClMw4sfq","tC2QtGqfpj","613.300","97.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","jKZNuqp8gg","home","578 st","London","OH","32280","9p8o8QQIEW","2001-09-01","cvpBTNK1CH","CJdB3nqBsi","696.480","15.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","LnPLlw2aTi","home","944 st","New York","CA","64322","9p8o8QQIEW","2001-09-01","cvpBTNK1CH","CJdB3nqBsi","696.480","15.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","jKZNuqp8gg","home","578 st","London","OH","32280","XwIQOVlKPp","2002-07-01","cvpBTNK1CH","CJdB3nqBsi","696.480","15.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","LnPLlw2aTi","home","944 st","New York","CA","64322","XwIQOVlKPp","2002-07-01","cvpBTNK1CH","CJdB3nqBsi","696.480","15.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","mXPHKoz5SO","home","225 st","Dallas","OH","58754","jFLDEtjTUV","1990-11-01","CXE7h4sKp3","CJdB3nqBsi","694.480","33.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","yacYd9sVRj","home","087 st","Daton","NY","95837","jFLDEtjTUV","1990-11-01","CXE7h4sKp3","CJdB3nqBsi","694.480","33.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","mXPHKoz5SO","home","225 st","Dallas","OH","58754","wiHIZQCEgr","2002-12-01","CXE7h4sKp3","CJdB3nqBsi","694.480","33.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","yacYd9sVRj","home","087 st","Daton","NY","95837","wiHIZQCEgr","2002-12-01","CXE7h4sKp3","CJdB3nqBsi","694.480","33.000"
"sxk2PoS0cb","Ann","Meghan","AnnMeghanjfy","AnnMeghanjfy@gmail.com","2790.310","2003-04-01","M","2021-04-29","jkcwEiiDoC","work","168 st","London","NY","71325","TDyo3BGa2F","2007-03-01","cy7wsms3Dk","tC2QtGqfpj","612.300","64.000"
"s0fbEf1Xb6","Sai","Jake","SaiJake5eO","SaiJake5eO@yahoo.com","321.750","1998-08-03","M","2021-04-29","4F1iW2ezcw","home","213 st","London","OH","13095","pCiBE4xu0o","2000-10-01","D9IYxaBGMr","CJdB3nqBsi","700.480","138.000"
"s0fbEf1Xb6","Sai","Jake","SaiJake5eO","SaiJake5eO@yahoo.com","321.750","1998-08-03","M","2021-04-29","6TKGmGl6hq","home","149 st","London","CA","7427","pCiBE4xu0o","2000-10-01","D9IYxaBGMr","CJdB3nqBsi","700.480","138.000"
"CjF7IEdYGJ","Jake","Paul","JakePauleNp","JakePauleNp@yahoo.com","2232.300","1996-09-13","F","2021-04-29","ll1DmxwtPZ","home","306 st","New York","TX","63059","T1VSoQTh7u","1998-09-01","DbwdODaFej","ZpRqyYvwjE","132.180","85.000"
"CjF7IEdYGJ","Jake","Paul","JakePauleNp","JakePauleNp@yahoo.com","2232.300","1996-09-13","F","2021-04-29","MVuQYmdg1o","home","147 st","Brooklyn","OH","34165","T1VSoQTh7u","1998-09-01","DbwdODaFej","ZpRqyYvwjE","132.180","85.000"
"CjF7IEdYGJ","Jake","Paul","JakePauleNp","JakePauleNp@yahoo.com","2232.300","1996-09-13","F","2021-04-29","ll1DmxwtPZ","home","306 st","New York","TX","63059","TMTCNJ9zqL","1999-01-01","DbwdODaFej","ZpRqyYvwjE","132.180","85.000"
"CjF7IEdYGJ","Jake","Paul","JakePauleNp","JakePauleNp@yahoo.com","2232.300","1996-09-13","F","2021-04-29","MVuQYmdg1o","home","147 st","Brooklyn","OH","34165","TMTCNJ9zqL","1999-01-01","DbwdODaFej","ZpRqyYvwjE","132.180","85.000"
"yokJOLFPOQ","Paul","David","PaulDavidIAy","PaulDavidIAy@icloud.com","7042.220","2005-08-03","F","2021-04-29","dkIopC77vp","home","057 st","Daton","OH","28009","DsRrFZ2nPD","1994-04-01","DcuxcCsivs","CJdB3nqBsi","695.480","70.000"
"yokJOLFPOQ","Paul","David","PaulDavidIAy","PaulDavidIAy@icloud.com","7042.220","2005-08-03","F","2021-04-29","rLZATiFbY2","home","187 st","Daton","TX","35968","DsRrFZ2nPD","1994-04-01","DcuxcCsivs","CJdB3nqBsi","695.480","70.000"
"lcgN4IuSFF","Meghan","Candis","MeghanCandisqMD","MeghanCandisqMD@yahoo.com","8045.400","2006-06-05","M","2021-04-29","STQcH9BXLD","work","698 st","Dallas","OH","93276","bIk3NlxOG5","2003-10-01","dnmcadpFHh","2wBXSwxsCj","250.810","181.000"
"lcgN4IuSFF","Meghan","Candis","MeghanCandisqMD","MeghanCandisqMD@yahoo.com","8045.400","2006-06-05","M","2021-04-29","STQcH9BXLD","work","698 st","Dallas","OH","93276","JFLjk3ab0a","1997-05-01","dnmcadpFHh","2wBXSwxsCj","250.810","181.000"
"oUL1WxPTu2","John","Jake","JohnJakepLD","JohnJakepLD@yahoo.com","304.880","2006-12-09","M","2021-04-29","v9rue3jNgq","home","262 st","New York","TX","70633","4gVeizrHqn","2007-01-01","DQeAaoD3sb","tC2QtGqfpj","612.300","265.000"
"oUL1WxPTu2","John","Jake","JohnJakepLD","JohnJakepLD@yahoo.com","304.880","2006-12-09","M","2021-04-29","v9rue3jNgq","home","262 st","New York","TX","70633","woTeIkutNR","2004-09-01","DQeAaoD3sb","tC2QtGqfpj","612.300","265.000"
"AQEwc4KXD0","Candis","John","CandisJohny4Q","CandisJohny4Q@yahoo.com","24387.800","2010-09-07","F","2021-04-29","tbMPxsKZS4","work","033 st","New York","CA","51827","QIs8gP0bbj","1994-08-01","duW3YMcMMG","2wBXSwxsCj","258.810","49.000"
"AQEwc4KXD0","Candis","John","CandisJohny4Q","CandisJohny4Q@yahoo.com","24387.800","2010-09-07","F","2021-04-29","VPSWa7pat7","work","771 st","London","OH","46212","QIs8gP0bbj","1994-08-01","duW3YMcMMG","2wBXSwxsCj","258.810","49.000"
"zxa455SmpL","Sai","Kim","SaiKimnhG","SaiKimnhG@outlook.com","9127.530","1993-07-03","F","2021-04-29","09MnEdBIan","home","715 st","Brooklyn","OH","19167","lr4TX6YSJC","2010-12-01","DuZTsaCAiJ","2wBXSwxsCj","259.810","50.000"
"zxa455SmpL","Sai","Kim","SaiKimnhG","SaiKimnhG@outlook.com","9127.530","1993-07-03","F","2021-04-29","lvtlvfwBUP","home","266 st","New York","TX","55674","lr4TX6YSJC","2010-12-01","DuZTsaCAiJ","2wBXSwxsCj","259.810","50.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","MvCZhMiE2Q","work","965 st","Brooklyn","OH","7421","Dt7dMxvAVu","1994-12-01","E0wNbBbDk6","CJdB3nqBsi","694.480","89.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","yx9D8Dns1F","home","846 st","New York","CA","54123","Dt7dMxvAVu","1994-12-01","E0wNbBbDk6","CJdB3nqBsi","694.480","89.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","MvCZhMiE2Q","work","965 st","Brooklyn","OH","7421","OnaLN0yOkg","1992-12-01","E0wNbBbDk6","CJdB3nqBsi","694.480","89.000"
"E2OV72785o","Rene","Kiran","ReneKiranokg","ReneKiranokg@outlook.com","17421.110","2000-04-23","F","2021-04-29","yx9D8Dns1F","home","846 st","New York","CA","54123","OnaLN0yOkg","1992-12-01","E0wNbBbDk6","CJdB3nqBsi","694.480","89.000"
"KfAa8c5WOM","Meghan","Meghan","MeghanMeghanc0Q","MeghanMeghanc0Q@gmail.com","382.420","2004-08-23","F","2021-04-29","tVGf6Vu4tn","work","008 st","Dallas","NY","55266","Hc49h4Et4o","1999-03-01","e27plEwIda","2wBXSwxsCj","254.810","50.000"
"0Ho9OIkeje","Paul","Kim","PaulKimuPt","PaulKimuPt@yahoo.com","2851.200","2000-05-27","M","2021-04-29","AHdjCFaBJg","home","430 st","Dallas","TX","71048","lyLGtq4PD6","1997-08-01","e7OBYOoTp5","2wBXSwxsCj","250.810","125.000"
"0Ho9OIkeje","Paul","Kim","PaulKimuPt","PaulKimuPt@yahoo.com","2851.200","2000-05-27","M","2021-04-29","AHdjCFaBJg","home","430 st","Dallas","TX","71048","XKcWfhrZ00","2003-01-01","e7OBYOoTp5","2wBXSwxsCj","250.810","125.000"
"fq26r9FEJv","Paul","David","PaulDavidm88","PaulDavidm88@yahoo.com","6568.410","2009-09-01","M","2021-04-29","GacqHEdQX8","work","851 st","London","OH","49562","kBAyEgDYBE","1996-08-01","EOein3YVKa","ZpRqyYvwjE","138.180","94.000"
"fq26r9FEJv","Paul","David","PaulDavidm88","PaulDavidm88@yahoo.com","6568.410","2009-09-01","M","2021-04-29","GacqHEdQX8","work","851 st","London","OH","49562","LUtTYUw4mq","2005-11-01","EOein3YVKa","ZpRqyYvwjE","138.180","94.000"
"1KnlVqLHl5","Kim","Ann","KimAnnMpF","KimAnnMpF@yahoo.com","7216.260","2000-10-08","F","2021-04-29","FiIs4gvmYW","work","622 st","Buffalo","OH","76506","Hf9SwBYb3R","1999-09-01","eoUg07ooFf","ZpRqyYvwjE","134.180","100.000"
"1KnlVqLHl5","Kim","Ann","KimAnnMpF","KimAnnMpF@yahoo.com","7216.260","2000-10-08","F","2021-04-29","yzXaldzpzX","home","195 st","London","OH","73413","Hf9SwBYb3R","1999-09-01","eoUg07ooFf","ZpRqyYvwjE","134.180","100.000"
"X8JGEcHiEH","John","Kieth","JohnKieth8uc","JohnKieth8uc@gmail.com","1533.100","1996-04-21","F","2021-04-29","nwjli42amy","home","978 st","London","OH","54","atx7Pn78nB","2002-07-01","F2TlJz1uv9","tC2QtGqfpj","615.300","169.000"
"X8JGEcHiEH","John","Kieth","JohnKieth8uc","JohnKieth8uc@gmail.com","1533.100","1996-04-21","F","2021-04-29","u3LNZ7gEqW","work","979 st","Brooklyn","CA","15141","atx7Pn78nB","2002-07-01","F2TlJz1uv9","tC2QtGqfpj","615.300","169.000"
"X8JGEcHiEH","John","Kieth","JohnKieth8uc","JohnKieth8uc@gmail.com","1533.100","1996-04-21","F","2021-04-29","nwjli42amy","home","978 st","London","OH","54","lYgLh8bkCI","1990-03-01","F2TlJz1uv9","tC2QtGqfpj","615.300","169.000"
"X8JGEcHiEH","John","Kieth","JohnKieth8uc","JohnKieth8uc@gmail.com","1533.100","1996-04-21","F","2021-04-29","u3LNZ7gEqW","work","979 st","Brooklyn","CA","15141","lYgLh8bkCI","1990-03-01","F2TlJz1uv9","tC2QtGqfpj","615.300","169.000"
"6rrtEmIm4H","Jake","Doe","JakeDoeloy","JakeDoeloy@yahoo.com","15069.600","1991-02-21","F","2021-04-29","4Q3wqKPnsL","work","012 st","Dallas","NY","62736","AtXXWMLiSs","1995-03-01","F65qverJp4","GlkQDcXp4O","3505.270","11.000"
"6rrtEmIm4H","Jake","Doe","JakeDoeloy","JakeDoeloy@yahoo.com","15069.600","1991-02-21","F","2021-04-29","igpWDLKhXb","work","508 st","London","TX","51027","AtXXWMLiSs","1995-03-01","F65qverJp4","GlkQDcXp4O","3505.270","11.000"
"6rrtEmIm4H","Jake","Doe","JakeDoeloy","JakeDoeloy@yahoo.com","15069.600","1991-02-21","F","2021-04-29","4Q3wqKPnsL","work","012 st","Dallas","NY","62736","XkdGXxlAWM","1998-08-01","F65qverJp4","GlkQDcXp4O","3505.270","11.000"
"6rrtEmIm4H","Jake","Doe","JakeDoeloy","JakeDoeloy@yahoo.com","15069.600","1991-02-21","F","2021-04-29","igpWDLKhXb","work","508 st","London","TX","51027","XkdGXxlAWM","1998-08-01","F65qverJp4","GlkQDcXp4O","3505.270","11.000"
"rf4mrvk1yE","David","Kieth","DavidKiethUTT","DavidKiethUTT@yahoo.com","12300.700","2008-07-05","M","2021-04-29","6PVsUEjDV9","work","054 st","Daton","CA","52383","82fb0gfavX","2008-05-01","F7ZXIe7aR6","tC2QtGqfpj","614.300","135.000"
"rf4mrvk1yE","David","Kieth","DavidKiethUTT","DavidKiethUTT@yahoo.com","12300.700","2008-07-05","M","2021-04-29","6PVsUEjDV9","work","054 st","Daton","CA","52383","wlrC3J7p1a","2006-06-01","F7ZXIe7aR6","tC2QtGqfpj","614.300","135.000"
"ZvseSpZixh","Ann","Kim","AnnKimpOX","AnnKimpOX@yahoo.com","249.410","2009-01-01","F","2021-04-29","einuuofKbc","work","781 st","Buffalo","TX","40493","gmK4JZFVm4","1997-12-01","Fg1F5DgtiM","GlkQDcXp4O","3509.270","35.000"
"ZvseSpZixh","Ann","Kim","AnnKimpOX","AnnKimpOX@yahoo.com","249.410","2009-01-01","F","2021-04-29","ShY2B12SIq","work","256 st","London","NY","38240","gmK4JZFVm4","1997-12-01","Fg1F5DgtiM","GlkQDcXp4O","3509.270","35.000"
"ZvseSpZixh","Ann","Kim","AnnKimpOX","AnnKimpOX@yahoo.com","249.410","2009-01-01","F","2021-04-29","einuuofKbc","work","781 st","Buffalo","TX","40493","KLHBNJYOFV","2005-05-01","Fg1F5DgtiM","GlkQDcXp4O","3509.270","35.000"
"ZvseSpZixh","Ann","Kim","AnnKimpOX","AnnKimpOX@yahoo.com","249.410","2009-01-01","F","2021-04-29","ShY2B12SIq","work","256 st","London","NY","38240","KLHBNJYOFV","2005-05-01","Fg1F5DgtiM","GlkQDcXp4O","3509.270","35.000"
"IINI6Gz3vX","John","Paul","JohnPaulrP0","JohnPaulrP0@yahoo.com","30.690","2004-09-05","M","2021-04-29","BNwoE0CMeo","work","897 st","Buffalo","OH","27191","aWjkxI3Ryd","1999-01-01","fp3yR8yPe1","ZpRqyYvwjE","133.180","81.000"
"AUvmERcHJV","John","Jake","JohnJakeepj","JohnJakeepj@yahoo.com","4282.310","1991-08-23","F","2021-04-29","SK0QhJuWLl","home","276 st","London","OH","4092","SeNdkgd6iY","2000-05-01","fpcItJBtY2","2wBXSwxsCj","250.810","83.000"
"AUvmERcHJV","John","Jake","JohnJakeepj","JohnJakeepj@yahoo.com","4282.310","1991-08-23","F","2021-04-29","SK0QhJuWLl","home","276 st","London","OH","4092","Y39W1nStN3","1996-01-01","fpcItJBtY2","2wBXSwxsCj","250.810","83.000"
"yCT89dLGfb","Jake","Kieth","JakeKiethgum","JakeKiethgum@outlook.com","8212.940","1994-10-11","M","2021-04-29","EsTFf9s7hh","work","911 st","Dallas","CA","42519","8WHLyKs2c9","2002-01-01","FRcDHIoDGa","CJdB3nqBsi","698.480","93.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","6NS11RdILi","work","066 st","Daton","TX","25596","mseVjLJrzM","2003-09-01","FvzxxWqzxt","2wBXSwxsCj","250.810","72.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","jhvQXKfxDB","home","961 st","Dallas","NY","13324","mseVjLJrzM","2003-09-01","FvzxxWqzxt","2wBXSwxsCj","250.810","72.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","6NS11RdILi","work","066 st","Daton","TX","25596","PK3wGV6sxj","2001-09-01","FvzxxWqzxt","2wBXSwxsCj","250.810","72.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","jhvQXKfxDB","home","961 st","Dallas","NY","13324","PK3wGV6sxj","2001-09-01","FvzxxWqzxt","2wBXSwxsCj","250.810","72.000"
